Years,Email,Gender,Age,Spend,CustID,Scores,Amount,Purchases,Income,Churn
4,1,1,25,12.608,10542,3,503.860300369661,9,21.011,0
7,1,0,26,7.5022,12106,3,497.84929582959853,9,20.543,0
8,0,1,25,7.80122,16207,2,499.92928450562675,10,21.269,0
8,1,1,25,9.49347,19189,3,499.3226871207494,6,20.434,1
7,1,0,28,10.69822,3933,4,498.54947995459673,12,24.6,0
9,0,0,27,8.67452,13652,3,499.1974878379874,11,22.872,0
10,0,1,24,10.67006,15374,3,504.05482179352146,11,23.208,0
9,1,1,22,6.48804,16290,3,499.5866666404825,10,24.691,1
9,0,1,22,8.69932,15686,2,500.75303049935,8,23.138,0
10,0,1,21,9.12118,2086,2,501.86074694965174,8,24.08,0
11,0,0,27,9.37449,3412,3,498.7760168289543,13,26.309,0
8,0,0,26,8.15794,9720,3,498.45682434243514,10,22.214,0
6,1,1,27,13.20308,22477,2,504.7885971624246,10,20.513,0
8,1,1,22,11.46996,1954,3,502.3202750549721,8,24.577,0
9,0,1,25,8.10993,18263,2,499.9640671466459,11,23.028,0
8,0,1,22,10.01626,16186,2,504.30708512032516,10,23.561,1
8,0,1,23,6.59597,10141,3,497.6705107545778,8,21.863,0
10,0,1,24,6.97069,21709,2,499.8251951720266,10,22.927,0
4,1,1,23,9.34811,12277,3,502.647857533871,8,19.412,0
11,0,1,26,6.13728,5694,4,495.93916737936985,12,25.198,0
9,1,1,25,8.86031,19735,3,498.6425206859543,7,21.58,1
8,1,0,22,4.793,7991,2,497.17948843126544,9,23.712,1
8,1,1,25,9.53704,1923,2,502.0606016738225,10,21.502,1
7,0,1,24,8.50803,5619,3,501.3598211634536,10,21.336,0
9,0,0,27,9.16157,20404,3,499.123739654654,13,24.342,0
10,0,1,23,7.25307,12620,3,500.09683710334536,12,24.626,0
9,1,0,28,10.56956,7424,3,500.1283934750049,12,23.312,0
8,1,1,24,9.09126,1571,2,501.02013777743684,8,21.551,0
8,0,1,27,8.20846,13437,3,498.91332824675465,11,21.35,0
10,0,1,25,7.67555,22689,3,497.75616051675,11,24.642,0
7,0,1,24,6.9504,3953,3,497.94522627889984,9,21.683,0
9,0,1,26,9.6754,17110,3,501.0592986557385,12,23.893,0
5,1,0,26,9.74697,4010,2,501.0697770101138,8,19.506,0
8,0,0,28,8.1546,22608,3,498.4135219062511,11,22.076,0
9,1,0,26,8.79087,12095,3,498.94259864083523,10,22.785,0
5,1,1,29,9.98533,21873,4,499.2944922790448,11,20.515,0
7,1,0,27,10.91293,12381,3,501.6369733738823,10,21.501,0
9,0,1,27,8.40072,5628,4,498.4444942920092,12,22.982,0
8,0,1,24,8.81972,15859,3,501.63790879888643,9,21.288,0
9,0,1,24,7.79805,14278,4,499.442110261242,12,24.535,0
8,1,0,26,9.01017,3783,3,499.05939156027375,10,22.67,0
9,1,1,25,12.36071,13637,3,502.2656276107815,6,20.844,1
7,1,1,22,7.52363,893,2,501.55086462129526,11,23.924,1
10,0,1,22,11.18185,22989,2,502.4748584714164,7,23.444,1
9,0,0,27,9.60919,7428,4,496.82212233781235,12,25.587,0
7,1,1,25,8.62561,18629,3,499.1322631993423,9,22.501,0
10,0,1,27,10.55484,17804,2,501.66354335440934,12,24.07,0
8,1,0,23,8.36669,2880,2,500.66899498464994,9,22.508,1
12,0,0,27,7.53034,12641,3,496.6511728517623,13,26.3,0
12,0,1,25,8.51516,15665,2,501.1258753909657,11,24.068,0
6,1,1,25,9.12517,19423,4,499.765397275973,10,21.48,0
9,1,1,21,7.96391,7764,2,501.78829706374455,11,26.432,1
8,1,0,22,7.22077,20064,1,499.8378746003858,9,24.145,1
10,0,0,29,8.04551,6608,3,496.351806539839,14,25.117,0
7,0,1,22,10.66467,3293,2,504.7138467493822,9,21.727,1
8,1,1,26,9.51844,21524,3,501.1807735016906,11,22.308,0
10,0,1,24,7.76789,19273,3,499.54300811257707,10,23.869,0
8,0,1,23,12.16015,8631,3,504.32824754538336,8,20.928,1
11,0,1,26,7.69998,10047,3,497.55720062623527,13,25.269,0
10,0,1,22,12.77029,8216,2,505.43337319874473,8,23.978,1
10,0,0,27,9.48111,1307,3,499.2501447695869,13,24.992,0
8,0,1,21,7.74104,17091,3,501.4757259878841,8,22.012,0
11,0,1,26,8.78889,6565,3,498.84993257822197,13,25.868,0
8,0,1,25,8.40442,12221,3,499.9761105089692,10,21.731,0
10,0,1,26,9.52326,11519,2,500.70600339899187,11,23.133,0
9,0,1,25,8.70634,625,3,499.23177161054315,10,23.044,0
8,1,1,23,10.27756,3017,2,502.1598558941916,8,22.445,1
6,1,1,25,9.4409,12705,3,500.10933005714935,9,21.972,0
10,0,0,29,8.28965,19054,3,497.90727203986546,14,24.654,0
8,0,1,22,8.07418,5881,3,500.6265212965566,8,21.634,0
8,0,1,23,7.35615,2734,3,499.29560062321434,10,23.713,0
7,1,0,24,9.00704,20103,3,500.09143768931506,9,22.952,0
10,0,1,23,7.91245,4355,3,498.686269314842,9,24.874,0
7,0,1,23,7.80668,910,4,498.08054825444617,9,22.734,0
10,0,1,24,6.83107,1593,3,497.22372270425655,10,23.62,0
8,1,1,25,9.32252,15650,3,500.25558765598623,10,22.752,0
9,0,1,26,8.67929,12392,3,500.36260024399655,11,22.391,0
7,1,1,25,10.2256,22066,3,501.31042693905545,10,22.412,0
8,1,0,27,10.09646,11631,3,499.9566662559506,10,22.226,0
9,0,1,25,8.39375,3697,3,499.1169471464783,12,24.371,0
8,0,1,27,9.19911,10420,3,499.75917057205265,13,23.819,0
8,1,0,22,5.79356,1776,1,497.93296899155416,9,24.932,1
9,0,1,21,8.38929,1916,2,501.65674790082426,8,23.11,0
7,1,1,25,10.29813,9426,2,501.75230952332566,8,20.464,0
9,0,0,27,8.43706,976,3,498.6832622588425,12,23.432,0
8,1,0,27,9.79899,11772,3,499.90467645234764,11,22.381,0
8,1,1,27,9.57854,7631,3,499.91917893059633,11,22.444,0
10,0,1,26,9.55328,1626,3,501.4884774457643,12,23.449,0
7,1,1,22,7.58585,2743,2,502.45727596501933,11,23.457,1
10,0,0,24,8.53259,7669,3,498.972066905158,9,24.155,0
7,1,1,25,9.72054,4878,3,501.3228105212776,9,21.392,0
8,0,1,21,8.68406,10549,2,503.0687372555648,9,22.732,0
10,0,1,25,6.53031,12601,3,497.74713956153647,10,21.928,0
10,1,0,25,10.02474,5892,2,498.89541961514584,6,21.509,1
9,0,1,24,8.225,13073,3,500.3166361168658,12,24.017,0
8,0,0,25,8.52428,9302,3,499.8088232268238,10,22.867,0
10,0,1,25,8.87595,1280,3,499.9162607449436,12,24.171,0
8,0,1,24,7.82683,18346,3,498.66473986441895,10,23.895,0
8,0,1,20,9.22938,19023,3,502.5655084944411,9,23.471,0
9,1,1,24,10.02195,21272,3,500.9419757463801,8,22.113,1
9,0,1,23,10.08809,16301,3,502.45387170423265,11,24.261,0
7,0,1,22,9.95505,15576,2,504.2043499193849,8,20.838,0
9,1,1,21,8.44675,15912,2,501.32324603334,9,24.386,1
9,0,0,26,8.22862,8494,4,497.0426390439392,12,25.321,0
10,0,1,24,8.28695,14648,3,499.93855346993155,11,24.108,0
7,0,0,22,7.30644,13792,2,500.031761967701,9,23.819,1
8,0,1,24,9.94316,5580,3,501.46229825596225,10,24.013,0
8,1,0,30,10.07589,3226,3,499.2097717526674,13,22.609,0
9,0,0,30,7.88619,11030,3,496.76825389869566,14,23.521,0
6,0,1,22,7.5877,6364,2,501.76280373872095,6,18.884,0
10,0,1,27,9.76614,8541,3,500.37136533317033,12,24.432,0
8,0,1,27,8.42221,2788,4,498.15950106279087,12,23.011,0
8,0,1,24,7.55246,1731,3,499.85495938063093,10,22.273,0
7,1,1,22,8.63652,829,2,501.0987935280102,8,21.681,1
11,0,1,24,8.50341,21292,3,500.1172349732205,11,24.903,0
7,1,1,24,9.20647,15321,3,500.79845388320956,9,21.55,0
9,0,1,25,7.0978,11848,2,499.8227218928777,10,21.068,0
9,1,1,26,9.96873,16981,3,501.2601714042393,11,23.065,0
8,1,1,28,10.31366,2823,3,500.2601453114916,13,24.193,0
9,0,1,27,8.85836,7524,3,499.81783247466905,12,23.45,0
9,0,1,25,8.23917,1583,3,500.0471306888865,10,22.285,0
9,1,1,24,11.88667,9214,2,502.1589984839362,5,20.697,1
8,0,1,25,9.30659,19912,3,500.8231159313059,10,22.002,0
8,0,0,28,8.49102,2020,4,497.97236199024854,12,23.209,0
11,1,0,30,9.41519,4977,3,497.7031292381563,14,25.215,0
9,1,1,23,12.05871,13278,2,503.8723114916058,7,22.399,1
5,1,0,26,9.18884,11298,4,498.8318734430788,10,22.342,0
10,0,1,26,9.54572,22987,3,500.2182785623489,12,23.849,0
11,0,1,25,12.19703,15673,3,502.87489686373704,13,27.665,0
9,0,1,25,8.6601,18423,3,499.0436387430857,10,23.477,0
9,1,1,25,10.66096,22427,3,502.0651691114932,11,23.725,0
10,0,1,21,9.31099,6389,2,502.87058280236107,8,23.43,0
7,1,0,27,10.69147,22321,3,499.4516872914998,11,23.441,0
10,0,1,25,8.60358,18801,3,498.6332314425122,12,25.839,0
9,0,0,24,8.17354,19107,3,498.0692464181117,9,23.996,0
11,0,1,26,7.65861,3832,3,498.4907789247,12,24.894,0
9,1,1,24,7.78876,2399,3,498.12428475583306,7,21.608,1
10,0,0,25,7.58469,11839,3,497.6000257527173,9,22.56,0
6,1,1,23,8.99108,4684,2,501.8912768806027,7,19.559,0
8,0,1,26,9.98984,8841,4,501.2066777500772,12,23.385,0
9,1,0,26,9.31866,11114,3,498.7456668051318,11,24.067,0
7,1,1,20,10.95479,21939,2,505.88034892682026,6,20.588,0
7,1,1,26,9.17472,3308,3,500.19216521831333,10,21.602,0
9,1,1,21,12.54089,5435,2,505.7385352514955,8,24.308,1
9,0,0,27,8.92983,20358,3,498.3276080551245,13,24.558,0
9,1,1,23,11.16501,21369,2,503.3494743660666,8,23.241,1
8,0,1,22,9.62801,11037,2,502.2902216135938,8,22.251,0
8,0,1,25,8.19278,17591,2,500.26525826565563,9,21.281,0
9,1,0,26,10.08435,4900,3,500.02804844040907,10,24.083,0
8,0,0,26,7.67574,18186,3,498.26334348343914,11,22.467,0
8,1,0,27,8.91839,14003,3,498.7923367617456,12,23.119,0
9,1,0,27,9.08983,21960,3,498.3986868828877,12,24.28,0
9,0,1,25,8.78804,19920,2,500.80423249714204,9,21.293,0
6,0,1,24,9.47547,8169,3,502.23144843378947,9,20.007,0
9,1,1,23,10.69509,10168,3,502.99034569848914,9,22.758,1
6,1,1,25,9.8393,5860,3,501.8591965789534,10,21.161,0
7,1,1,27,10.52427,260,3,500.8253994783102,12,23.642,0
9,1,1,24,11.08487,20157,3,502.3456328111165,7,21.444,1
7,0,1,25,9.78659,21759,3,501.4593907460928,11,23.248,0
7,1,1,22,8.43471,2679,2,500.99636089214493,8,22.547,1
8,0,1,24,8.95151,2069,2,502.43757015231085,10,21.163,0
9,0,1,29,8.81304,16498,4,498.8533261103415,14,23.837,0
8,0,1,25,9.2192,21622,2,502.8876877479616,11,20.853,0
8,1,0,27,9.11905,18795,3,498.1351775152028,12,23.923,0
10,1,1,21,9.76893,11917,3,501.5499274708273,8,24.044,1
10,0,1,24,8.18988,11446,3,499.0406272731701,11,25.361,0
10,0,1,24,8.77932,8459,3,500.8253783807196,11,24.109,0
10,0,1,21,7.89758,20927,3,500.32162492222676,10,25.708,0
7,0,1,21,9.24092,9082,3,502.9165119972144,7,21.158,0
8,1,1,26,11.52483,17413,2,503.33300670855516,10,21.842,0
7,0,0,19,9.31143,301,1,503.5769761750646,8,24.078,1
8,0,1,24,9.37319,3354,3,500.75601019649235,9,21.927,0
7,1,1,27,9.71209,7638,3,501.5961102081642,12,21.592,0
9,1,0,23,8.79638,13284,2,499.2047732623866,6,21.782,1
10,1,1,25,11.61061,3026,3,501.05408031170674,6,20.984,1
9,0,0,27,9.46327,5326,3,499.40868428072275,13,24.105,0
8,0,0,25,8.05309,17264,2,499.16957530869263,10,22.671,0
8,0,1,23,8.10232,16635,3,500.7421513346183,8,21.527,0
10,0,1,26,8.37381,18437,2,500.8989738216467,11,22.031,0
7,1,1,25,11.22369,14121,3,503.14536769335007,10,20.889,0
8,1,1,28,10.13146,14793,3,501.02560129178994,13,22.657,0
10,0,1,23,8.69627,20193,3,501.648663297702,10,22.803,0
9,0,1,26,8.25385,1496,2,500.0239602162648,11,21.935,0
8,1,1,25,8.03938,22396,3,500.1788234415994,10,21.531,1
7,0,1,22,8.5352,16078,3,500.59675301564886,7,22.04,0
10,1,1,26,10.11215,1236,2,501.2941689278417,10,22.574,0
9,1,1,24,8.79798,2451,2,499.815531121921,8,22.236,1
9,1,0,25,10.88517,16600,2,501.5183143003286,10,23.455,0
9,1,1,23,8.11286,5249,2,499.65293804571513,8,23.732,1
9,1,1,21,11.34067,21711,2,503.8911369372094,8,23.814,1
10,0,1,24,9.38786,8159,3,501.327848594699,11,24.082,0
10,0,0,24,8.93611,2472,2,499.872024445251,9,24.157,0
7,1,1,26,10.49419,10852,3,502.6292978040616,11,22.074,0
8,1,1,25,10.8109,6515,3,500.5630954983598,12,25.87,0
9,0,1,23,9.4127,20625,3,500.00901209259456,8,23.446,0
8,1,1,24,9.19506,487,2,503.1470841871337,10,20.756,0
9,1,0,28,9.98717,4757,3,499.57102408581954,13,24.265,0
9,1,0,25,10.25795,3777,2,500.43789464574627,6,20.171,1
9,0,1,22,9.25034,19939,3,502.232551670672,9,22.053,0
11,0,0,27,8.18342,10501,3,497.14113675898426,13,25.745,0
8,0,0,25,8.17819,17526,2,499.07991251226247,10,23.555,0
12,0,0,31,9.21659,21242,3,497.9419551072669,16,25.984,0
8,1,0,28,8.23112,18748,3,498.79721819851454,12,21.551,0
9,0,1,21,9.62503,5819,3,501.8799281307891,8,23.702,0
7,1,1,23,6.97572,7742,2,499.7035162825341,9,22.189,1
10,0,1,23,8.88605,15980,3,500.036769451658,10,24.775,0
10,0,1,21,12.71429,20773,2,506.37105503087895,9,24.529,1
9,0,1,26,8.92148,4627,3,499.6922970761277,11,22.666,0
9,1,0,24,9.09386,18456,2,500.52678035431165,9,22.934,1
9,0,1,25,9.66073,10906,3,499.86108191191204,11,24.602,0
7,0,1,24,8.24172,6963,3,500.7678617110269,9,20.891,0
10,1,0,24,8.76584,14273,2,499.480711592759,8,24.407,1
9,1,1,25,10.47497,19619,2,501.8147811755968,9,22.065,0
9,1,1,26,9.77829,7372,3,501.2794748870988,12,22.825,0
7,0,0,25,7.16939,8393,3,498.38208324449926,9,21.431,0
7,1,1,27,10.6754,16300,3,501.047446815154,10,21.999,0
7,0,0,26,7.20084,13210,3,497.25293417448603,10,22.23,0
7,1,0,23,6.51652,14830,2,498.38738292053864,9,22.891,1
7,0,1,24,7.25983,3612,3,499.1783467977578,9,21.272,0
11,0,1,26,7.66368,10737,2,499.944887276033,12,23.057,0
10,0,0,28,9.62557,4477,4,497.75167422625407,14,26.428,0
8,0,1,25,10.73484,14464,4,500.79720832258795,11,24.639,0
7,1,1,22,10.07566,5000,3,501.401296836321,7,22.042,0
7,1,0,23,7.95942,2001,2,500.4474055194994,8,22.805,1
11,0,1,24,8.44743,12505,2,500.5280190893967,11,24.725,0
10,1,0,25,9.97763,309,2,499.6827536237998,7,21.601,1
9,1,0,24,8.48448,20801,3,498.39839427780794,6,21.466,1
10,0,1,25,8.94364,21143,2,500.171875599106,11,23.97,0
9,1,1,23,10.47035,7889,2,501.81621252894945,7,22.566,0
9,0,1,24,8.46092,10452,3,499.97731612095026,11,24.377,0
10,0,1,24,9.40814,14864,2,502.01684838803516,10,22.917,0
9,0,1,26,8.22421,15580,3,498.8394153675829,11,23.895,0
5,1,1,26,8.70353,3102,4,500.1311276661827,10,20.73,0
9,0,1,20,8.13242,450,2,502.4902728739681,7,21.693,0
10,0,1,27,8.84996,5045,3,498.6520315911094,12,24.064,0
9,0,1,25,8.83404,16623,3,500.34852337556407,11,22.602,0
9,0,0,26,7.29174,5266,3,497.2950969463473,10,23.173,1
8,1,0,21,8.69518,12871,2,501.2585936128279,8,24.71,1
6,1,1,25,8.747,11055,3,499.7943958658965,8,19.727,0
7,1,1,25,9.47084,15030,3,502.07006675134494,10,21.013,0
10,0,1,26,10.27884,5385,3,500.5768225613015,11,24.272,0
8,0,1,22,9.12443,10864,2,502.62697502531086,9,21.963,0
7,0,1,23,8.36268,9610,3,499.8557574845974,8,21.492,0
7,1,1,25,10.99095,2457,2,503.5523751410128,10,21.486,0
8,0,1,25,7.54998,658,3,499.51917064335703,10,22.525,0
10,1,0,31,9.73103,2617,3,497.8556716140433,14,24.603,0
11,0,1,26,9.48919,1036,3,500.92356016573405,12,24.186,0
7,0,1,22,8.24132,17584,2,501.5773818743701,9,23.069,1
8,0,1,25,9.41656,932,3,501.2529249012813,11,22.732,0
9,1,0,27,9.84771,4733,2,500.2776377953968,11,22.409,0
10,0,1,24,7.85501,6880,4,498.03219097246665,11,25.994,0
7,0,1,21,9.35044,4108,2,503.3733111787966,7,20.289,0
8,1,1,24,10.51689,6004,2,503.31397174033583,9,21.138,0
10,0,1,25,7.8615,5428,3,499.0344030246438,10,23.411,0
9,0,1,21,11.10997,12192,2,505.78880337434896,8,22.986,0
7,0,1,23,8.85853,17116,3,501.57067432662336,8,20.302,0
5,1,0,28,10.25744,18881,3,500.69174676637886,11,20.112,0
8,1,1,25,10.22831,12134,3,501.46661991043663,9,22.247,0
9,0,1,22,9.60557,11957,3,502.43957610869455,9,23.272,0
10,1,1,23,12.41915,12811,3,504.3477543890545,7,22.494,1
9,1,1,24,11.73158,10719,2,503.5509459848425,8,22.389,1
10,0,1,23,7.86663,16200,2,500.72222878607903,9,22.581,0
10,1,1,21,10.31121,20336,2,502.5308683547472,8,25.717,1
10,0,1,25,9.91309,3759,2,502.1842800937701,10,23.446,0
10,0,1,26,8.95943,14425,3,499.8548711855682,13,25.379,0
7,1,1,25,9.24266,20820,3,501.87939466801356,11,22.172,0
6,1,1,26,9.94932,1499,3,500.35511070084806,10,21.8,0
8,0,0,26,8.58355,4496,2,499.8738472328195,11,22.45,0
7,1,1,26,9.73299,870,3,500.60265729376886,10,21.857,0
9,1,1,26,9.62621,15733,3,500.2931800481763,9,21.916,0
8,1,1,27,9.6947,20364,3,501.7091756833123,12,22.203,0
9,0,0,28,7.42166,15978,3,497.190283332161,12,22.599,0
6,1,1,25,11.83176,18763,3,503.2295958016452,10,21.976,0
9,0,0,25,8.1001,19156,3,498.11711093145743,10,23.231,0
9,0,0,26,8.86966,5834,2,499.71880235436015,10,22.866,0
10,0,1,27,7.92798,16703,4,498.0759414526105,14,25.246,0
9,0,1,23,10.64507,10842,3,502.93193638615776,10,24.374,0
9,0,1,28,8.86066,7220,3,499.0913660694758,13,23.228,0
9,0,1,26,8.32952,1208,3,499.2044412978917,11,22.801,0
6,1,0,26,8.60379,15983,3,497.57808708459874,9,21.681,0
11,0,0,26,8.66001,7194,3,498.6447584834531,12,25.878,0
8,0,1,25,7.33308,7840,3,499.26353722273336,11,22.24,0
10,0,0,28,7.73491,16710,3,496.907177541864,12,23.83,0
11,1,0,29,9.80211,3133,3,499.51612966651004,14,24.91,0
8,1,0,28,8.69078,22154,3,498.2910692452275,11,22.412,0
5,1,1,23,10.1196,17513,2,502.9728548274563,7,20.186,0
8,1,0,23,7.60387,16406,2,500.48956465908714,10,24.009,1
9,0,0,29,8.5318,16457,4,495.36146592528945,12,25.834,0
9,0,1,26,8.7582,6008,3,500.08956865433,11,22.748,0
11,0,0,23,7.28535,17822,2,499.6351822417317,9,23.675,0
9,0,1,27,8.95767,4825,3,499.4074400788388,13,23.688,0
10,0,0,29,9.3237,22791,3,498.6609728939618,14,25.37,0
11,0,1,26,8.83538,11807,3,499.2755330578216,11,23.975,0
9,1,1,24,10.58162,12197,3,501.85392135674266,11,24.375,0
10,1,1,24,12.72283,15796,3,501.76952973481934,4,21.147,1
9,1,0,23,9.85094,7028,2,501.41356502499104,9,24.051,1
8,0,0,26,7.65049,16327,3,498.23947504854215,11,22.437,0
8,1,1,29,10.78164,18049,3,501.02268330081466,13,23.344,0
9,1,0,26,8.65128,5538,3,498.1930777450591,7,21.272,1
9,0,1,22,9.96569,2582,3,502.6102311742823,9,23.663,1
6,1,1,25,11.86694,7452,2,504.5386206690681,9,20.4,0
8,1,1,24,9.68581,9908,2,501.1245927158141,9,21.964,0
9,1,0,22,9.07131,11457,2,499.65491791316003,7,23.914,1
8,0,1,25,8.9294,10414,3,499.43994804789935,11,24.072,0
10,0,1,25,10.29426,6126,3,502.2455490465248,12,24.569,0
9,0,1,24,8.91432,11337,3,501.66245116032326,10,22.911,0
8,0,1,23,9.28516,4447,3,501.8763069950765,9,22.02,0
7,1,1,25,11.53081,15275,3,503.1584293691364,10,22.169,0
7,1,1,25,10.78808,16467,3,501.10678249107116,10,23.242,0
10,1,1,24,9.60494,17094,3,500.7431489636684,8,22.329,1
8,0,1,25,8.88661,4946,3,501.47366093920044,10,21.099,0
9,0,1,24,8.36517,3791,3,499.86361949204365,10,23.566,0
7,0,1,23,9.17798,20765,2,502.88979325267064,9,21.056,0
7,1,1,23,10.98066,11888,2,503.86187247376114,7,21.004,0
8,0,1,27,8.47182,20505,3,498.2135981793826,11,22.647,0
8,0,0,25,8.16688,18652,3,498.0840152590747,9,22.8,0
9,0,0,27,7.96445,9627,4,496.481863063651,12,24.765,0
9,0,0,27,8.93745,11930,3,498.1276785238307,12,24.59,0
11,0,0,28,9.63521,20422,3,498.43773791939685,13,25.561,0
9,1,1,22,11.02668,14877,2,503.02188947370144,8,24.061,1
10,0,1,21,12.63216,8124,2,504.826521935043,8,24.666,1
9,0,1,23,8.08483,15035,3,500.45834676006353,10,22.735,0
10,0,1,22,9.33645,4321,2,504.10519892216985,8,21.533,0
10,0,0,26,6.87821,14224,4,495.20792781443697,11,25.071,0
12,0,1,23,7.5686,1623,3,498.7318246875607,10,25.582,0
11,0,1,26,9.39601,18073,3,499.95497199478314,12,24.807,0
12,0,1,23,8.61461,4436,3,500.18547738057043,11,27.094,0
6,1,1,27,9.32766,21338,4,499.2586086939744,11,22.709,0
9,1,0,28,8.68374,12266,2,499.0863718970741,11,21.841,0
8,0,1,22,10.44132,1200,3,502.0515809132171,8,23.492,0
11,0,1,24,9.55068,4670,3,500.84675395692545,12,26.529,0
9,0,1,25,9.92089,14787,3,500.8113415294656,10,23.151,0
10,0,1,23,7.8717,11233,3,500.062720029518,10,24.012,0
8,1,1,23,10.44131,6946,2,503.24830240856863,9,22.685,0
8,1,1,27,8.73159,2047,3,499.1336206509685,11,22.296,0
10,0,0,30,8.02483,11209,4,495.1190719438149,14,25.021,0
6,1,1,22,11.08787,17098,2,505.18611479375323,8,20.883,0
8,1,1,24,9.95523,13713,3,499.9095474946907,9,23.395,0
10,0,1,26,10.53611,14297,3,501.9828585389771,12,24.1,0
8,0,1,26,9.58956,9805,3,501.5037922502981,12,22.849,0
8,1,0,25,9.04462,10883,3,498.78087038616144,8,22.548,0
9,1,1,25,9.74796,14872,3,501.3977895586354,10,22.073,0
6,1,1,22,5.98612,12893,2,500.979969482787,12,23.804,1
8,1,1,23,8.90028,6151,3,501.8129740428758,9,22.689,1
10,0,1,24,9.84265,2147,2,502.9300923577567,10,23.158,0
11,0,1,24,9.64395,13023,3,501.0801571119441,11,25.181,0
8,0,1,24,10.38629,13462,3,501.5826895133098,10,24.029,0
7,1,1,25,10.33668,6109,3,502.64006609815743,10,21.711,0
9,1,0,26,9.64177,22244,2,500.3984989957729,10,22.033,0
9,0,0,27,8.32428,15009,3,498.31698131378846,12,23.947,0
9,0,1,27,8.15754,1238,3,499.2945870303239,12,22.521,0
6,1,1,24,9.29853,3959,2,501.7230650472012,9,20.133,0
9,1,0,28,8.41069,9520,3,497.58505442907614,11,22.775,0
9,0,0,24,6.53526,1241,3,497.8053413667258,10,22.253,0
6,1,1,28,10.24156,21974,3,500.19229606583326,12,21.215,0
9,0,0,25,8.65033,14873,3,497.9504270064092,10,24.991,0
9,0,1,25,6.24933,21829,3,498.55592478372535,10,21.87,0
8,1,1,25,9.4027,8339,2,502.66581620530116,9,20.216,0
7,0,1,21,10.90661,6700,2,505.2315131638944,8,22.521,0
11,0,1,26,8.33655,12969,3,499.5700704305208,13,25.177,0
9,1,0,25,8.13042,8973,3,498.63435907907535,8,20.936,1
9,0,1,22,9.29855,2111,3,502.2163953484456,9,23.141,0
9,0,1,24,7.50827,17472,3,499.3345177801737,10,22.43,0
8,1,1,24,9.65173,5780,3,501.82562722956186,9,21.197,0
6,1,0,25,6.55563,8713,3,498.4185657935543,9,19.996,1
8,0,1,25,8.33608,3093,3,499.155110037986,10,22.726,0
6,1,0,25,8.00431,14959,3,499.2144957367991,9,19.797,0
8,1,0,32,11.42621,8706,3,498.98967705898673,14,23.516,0
7,1,1,25,8.95009,13297,3,500.20975652645234,10,21.255,0
8,1,1,28,10.71728,22251,3,501.5007064391025,12,22.381,0
8,1,1,25,11.42456,21863,2,503.45826073200715,10,22.134,0
10,0,1,20,8.64161,7453,3,501.9294041107522,9,24.967,0
8,0,1,26,8.06563,3499,3,498.68859547643996,11,22.065,0
9,0,1,26,9.4302,3669,3,500.5520449647486,11,23.376,0
9,0,1,25,8.321,16044,3,500.0091275251593,11,22.596,0
8,1,0,24,9.29634,17132,2,500.7963365305765,8,21.858,1
11,0,0,29,8.34379,9789,4,496.82899479016476,14,25.403,0
8,1,1,24,7.0623,12247,3,497.9520601656996,8,21.931,1
11,0,1,22,9.38907,20209,3,501.0310502357487,11,26.821,0
5,1,0,24,8.93295,2393,3,499.3385897550309,7,20.573,0
10,0,1,28,9.73737,4631,3,500.0853067171115,13,24.526,0
10,0,0,24,5.53593,4027,3,496.0106602320244,10,24.129,0
9,0,1,21,9.66541,7981,2,502.6061868439301,9,24.618,1
13,0,1,26,5.53064,19984,4,495.22384736716464,12,25.526,0
9,1,1,22,8.66995,19716,3,500.7261165476463,8,23.31,1
9,0,1,23,9.72276,8233,2,503.06447218039307,10,22.663,0
8,0,1,24,8.70144,8741,2,500.681776770379,10,22.18,0
9,0,1,26,9.1433,6051,3,499.8864834893733,12,24.241,0
11,0,1,28,8.11609,642,3,498.93699435817916,13,23.608,0
8,0,1,23,8.92155,8721,3,501.5939841599248,10,22.929,0
11,0,1,28,9.33757,1833,3,499.50150122999514,13,24.187,0
11,0,0,29,9.4985,18558,3,498.71444710583165,13,25.191,0
9,0,1,24,10.57233,11948,2,503.21113629580776,9,22.225,1
10,0,1,26,10.45467,18406,3,502.36692871984144,12,23.551,0
11,0,1,25,7.89562,22725,2,500.22155908072205,12,24.17,0
7,1,1,24,11.83616,8033,2,503.712433650252,9,22.068,0
9,0,1,26,9.30348,3476,2,501.78585422702116,11,21.799,0
8,0,0,24,6.91413,10394,3,496.8810085360012,9,22.85,0
13,0,1,25,8.37515,7787,3,498.32939209272257,12,27.395,0
9,0,0,28,8.81567,8429,3,498.49749689499964,12,22.842,0
7,1,0,27,9.05344,17713,3,498.58067026411567,10,22.307,0
7,1,0,27,8.68905,8220,3,498.2278266053317,10,21.664,0
9,1,0,24,10.10213,11172,2,500.7935324640736,7,22.041,1
8,1,1,25,11.31422,7004,3,503.3678896541058,11,22.605,0
9,0,1,25,8.87819,11358,3,499.8054190249712,11,23.844,0
8,1,1,24,10.8412,10441,3,502.2997646214961,10,23.361,0
9,0,1,23,7.14168,21920,2,499.5843072895295,8,21.906,0
11,0,0,28,8.28321,18761,3,497.12317827780186,13,25.154,0
6,1,1,26,10.23507,15270,3,501.84515811909534,11,21.28,0
6,0,1,21,8.98731,19096,3,502.5795510750537,6,19.548,0
9,1,1,26,10.48063,6788,2,501.57651135883134,11,23.523,0
